title,stem,txt,conllu,jsonl,word_count
מניעת התמוטטות שרשרת במבני עמודים,284 מניעת התמוטטות שרשרת במבני עמודים,txt\__parsed__\284 מניעת התמוטטות שרשרת במבני עמודים.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\284 מניעת התמוטטות שרשרת במבני עמודים.conllu,5730.0
התנהגות מבנים אסימטריים ברעידות אדמה - היבטים הקשורים לתקינה,301 התנהגות מבנים אסימטריים ברעידות אדמה - היבטים הקשורים לתקינה,txt\__parsed__\301 התנהגות מבנים אסימטריים ברעידות אדמה - היבטים הקשורים לתקינה.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\301 התנהגות מבנים אסימטריים ברעידות אדמה - היבטים הקשורים לתקינה.conllu,3616.0
יישום מערכת מבוססת תיבם לייצור פלדת זיון,306 יישום מערכת מבוססת תיבם לייצור פלדת זיון,txt\__parsed__\306 יישום מערכת מבוססת תיבם לייצור פלדת זיון.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\306 יישום מערכת מבוססת תיבם לייצור פלדת זיון.conllu,4575.0
שקיעות דיפרנציאליות במסגרות מבטון מזויין - מחקר גישוש - שלב א',312 שקיעות דיפרנציאליות במסגרות מבטון מזויין - מחקר גישוש - שלב א',txt\__parsed__\312 שקיעות דיפרנציאליות במסגרות מבטון מזויין - מחקר גישוש - שלב א'.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\312 שקיעות דיפרנציאליות במסגרות מבטון מזויין - מחקר גישוש - שלב א'.conllu,2846.0
יהול פרוייקטים בבנייה מנקודת מבטו של היזם חלק ב- עקרונות תכנון פרוייקטים בתנאי אי וודאות,313 יהול פרוייקטים בבנייה מנקודת מבטו של היזם חלק ב- עקרונות תכנון פרוייקטים בתנאי אי וודאות,txt\__parsed__\313 יהול פרוייקטים בבנייה מנקודת מבטו של היזם חלק ב- עקרונות תכנון פרוייקטים בתנאי אי וודאות.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\313 יהול פרוייקטים בבנייה מנקודת מבטו של היזם חלק ב- עקרונות תכנון פרוייקטים בתנאי אי וודאות.conllu,12704.0
"מקלט מהיר מתועש מהיר הקמה- שלבים א,ב","316 מקלט מהיר מתועש מהיר הקמה- שלבים א,ב","txt\__parsed__\316 מקלט מהיר מתועש מהיר הקמה- שלבים א,ב.txt",,"X:\Data\Research Projects\corpus_architecture\processing\jsonl\316 מקלט מהיר מתועש מהיר הקמה- שלבים א,ב.conllu",5831.0
קביעת האיזור האקלימי עבור ישובים שבטיפול משרד הבינוי והשיכון,317 קביעת האיזור האקלימי עבור ישובים שבטיפול משרד הבינוי והשיכון,txt\__parsed__\317 קביעת האיזור האקלימי עבור ישובים שבטיפול משרד הבינוי והשיכון.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\317 קביעת האיזור האקלימי עבור ישובים שבטיפול משרד הבינוי והשיכון.conllu,2729.0
יישום בטונים בעלי חוזק רגיל וגבוה באימפקט- שלב א' תגובת עיסה צמנטית קשויה לעמיסה אימפולסיבית,319 יישום בטונים בעלי חוזק רגיל וגבוה באימפקט- שלב א' תגובת עיסה צמנטית קשויה לעמיסה אימפולסיבית,txt\__parsed__\319 יישום בטונים בעלי חוזק רגיל וגבוה באימפקט- שלב א' תגובת עיסה צמנטית קשויה לעמיסה אימפולסיבית.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\319 יישום בטונים בעלי חוזק רגיל וגבוה באימפקט- שלב א' תגובת עיסה צמנטית קשויה לעמיסה אימפולסיבית.conllu,26440.0
בקרה סבילה ופעילה של מבנים גבוהים תחת רעידות אדמה- חלק ניסויי,326 בקרה סבילה ופעילה של מבנים גבוהים תחת רעידות אדמה- חלק ניסויי,txt\__parsed__\326 בקרה סבילה ופעילה של מבנים גבוהים תחת רעידות אדמה- חלק ניסויי.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\326 בקרה סבילה ופעילה של מבנים גבוהים תחת רעידות אדמה- חלק ניסויי.conllu,6014.0
התנהגות קורות פריקסט דרוכות בעקומה אופקית בהתחשבות בדפורמציות רוחביות,329 התנהגות קורות פריקסט דרוכות בעקומה אופקית בהתחשבות בדפורמציות רוחביות,txt\__parsed__\329 התנהגות קורות פריקסט דרוכות בעקומה אופקית בהתחשבות בדפורמציות רוחביות.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\329 התנהגות קורות פריקסט דרוכות בעקומה אופקית בהתחשבות בדפורמציות רוחביות.conllu,17244.0
סדיקת מבני בטון מזויין חשופים לקרינת השמש (שלב א),334 סדיקת מבני בטון מזויין חשופים לקרינת השמש (שלב א),txt\__parsed__\334 סדיקת מבני בטון מזויין חשופים לקרינת השמש (שלב א).txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\334 סדיקת מבני בטון מזויין חשופים לקרינת השמש (שלב א).conllu,2732.0
התנהגות קירות זקפים במבני פלדה קלים בהעמסה אופקית,335 התנהגות קירות זקפים במבני פלדה קלים בהעמסה אופקית,txt\__parsed__\335 התנהגות קירות זקפים במבני פלדה קלים בהעמסה אופקית.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\335 התנהגות קירות זקפים במבני פלדה קלים בהעמסה אופקית.conllu,9115.0
היבטים כלכליים של שימוש במגדלי תמיכה בטפסות לבטון- מודל לקביעת תשומות עבודה בהקמה ופרוק של מגדלי תמיכה גבוהים,337 היבטים כלכליים של שימוש במגדלי תמיכה בטפסות לבטון- מודל לקביעת תשומות עבודה בהקמה ופרוק של מגדלי תמיכה גבוהים,txt\__parsed__\337 היבטים כלכליים של שימוש במגדלי תמיכה בטפסות לבטון- מודל לקביעת תשומות עבודה בהקמה ופרוק של מגדלי תמיכה גבוהים.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\337 היבטים כלכליים של שימוש במגדלי תמיכה בטפסות לבטון- מודל לקביעת תשומות עבודה בהקמה ופרוק של מגדלי תמיכה גבוהים.conllu,23969.0
דיור מוגן לקשישים קביעת הנחיות תכנון תפקודיות,339 דיור מוגן לקשישים קביעת הנחיות תכנון תפקודיות,txt\__parsed__\339 דיור מוגן לקשישים קביעת הנחיות תכנון תפקודיות.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\339 דיור מוגן לקשישים קביעת הנחיות תכנון תפקודיות.conllu,9081.0
פתרונות לריסון הולם בין בניינים סמוכים ברעידת אדמה,341 פתרונות לריסון הולם בין בניינים סמוכים ברעידת אדמה,txt\__parsed__\341 פתרונות לריסון הולם בין בניינים סמוכים ברעידת אדמה.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\341 פתרונות לריסון הולם בין בניינים סמוכים ברעידת אדמה.conllu,11591.0
דרישות עמידות אש בבניינים כרך א דוח סיכום שנה ראשונה,343 דרישות עמידות אש בבניינים כרך א דוח סיכום שנה ראשונה,txt\__parsed__\343 דרישות עמידות אש בבניינים כרך א דוח סיכום שנה ראשונה.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\343 דרישות עמידות אש בבניינים כרך א דוח סיכום שנה ראשונה.conllu,6101.0
נזקים לשלד מבנה הנובעים משקיעות דיפרנציאליות - שלב א',346 נזקים לשלד מבנה הנובעים משקיעות דיפרנציאליות - שלב א',txt\__parsed__\346 נזקים לשלד מבנה הנובעים משקיעות דיפרנציאליות - שלב א'.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\346 נזקים לשלד מבנה הנובעים משקיעות דיפרנציאליות - שלב א'.conllu,3536.0
כשל מבנים נקודות תורפה ודרכי מניעה,347 כשל מבנים נקודות תורפה ודרכי מניעה,txt\__parsed__\347 כשל מבנים נקודות תורפה ודרכי מניעה.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\347 כשל מבנים נקודות תורפה ודרכי מניעה.conllu,26952.0
התנהגות בניינים וגשרים ברעידת אדמה של NORTHRIDGE ב17.1.94 - סקר נזקים ולקחים לבנייה בישראל,348 התנהגות בניינים וגשרים ברעידת אדמה של NORTHRIDGE ב17.1.94 - סקר נזקים ולקחים לבנייה בישראל,txt\__parsed__\348 התנהגות בניינים וגשרים ברעידת אדמה של NORTHRIDGE ב17.1.94 - סקר נזקים ולקחים לבנייה בישראל.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\348 התנהגות בניינים וגשרים ברעידת אדמה של NORTHRIDGE ב17.1.94 - סקר נזקים ולקחים לבנייה בישראל.conllu,12017.0
חתכים מרוכבים למיגון - שלב א',351 חתכים מרוכבים למיגון - שלב א',txt\__parsed__\351 חתכים מרוכבים למיגון - שלב א'.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\351 חתכים מרוכבים למיגון - שלב א'.conllu,4974.0
תכן שגמי בטון,352 תכן שגמי בטון,txt\__parsed__\352 תכן שגמי בטון.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\352 תכן שגמי בטון.conllu,11756.0
בחינת מצב וצפי של צרכי המשק להכשרת כח אדם במקצועות הנדסת תברואה,353 בחינת מצב וצפי של צרכי המשק להכשרת כח אדם במקצועות הנדסת תברואה,txt\__parsed__\353 בחינת מצב וצפי של צרכי המשק להכשרת כח אדם במקצועות הנדסת תברואה.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\353 בחינת מצב וצפי של צרכי המשק להכשרת כח אדם במקצועות הנדסת תברואה.conllu,9635.0
יציבות סייסמית של מבנים אסימטריים,355 יציבות סייסמית של מבנים אסימטריים,txt\__parsed__\355 יציבות סייסמית של מבנים אסימטריים.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\355 יציבות סייסמית של מבנים אסימטריים.conllu,2202.0
תכן עמודים גבוהי-תמירות,358 תכן עמודים גבוהי-תמירות,txt\__parsed__\358 תכן עמודים גבוהי-תמירות.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\358 תכן עמודים גבוהי-תמירות.conllu,2580.0
אוטומציה כוללת של תכן ותכנון הבנייה - תיאור המערכת ובסיס הידע,360 אוטומציה כוללת של תכן ותכנון הבנייה - תיאור המערכת ובסיס הידע,txt\__parsed__\360 אוטומציה כוללת של תכן ותכנון הבנייה - תיאור המערכת ובסיס הידע.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\360 אוטומציה כוללת של תכן ותכנון הבנייה - תיאור המערכת ובסיס הידע.conllu,11338.0
הבטחת העמידות של ציפויי פנים בבנייה מוגנת,361 הבטחת העמידות של ציפויי פנים בבנייה מוגנת,txt\__parsed__\361 הבטחת העמידות של ציפויי פנים בבנייה מוגנת.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\361 הבטחת העמידות של ציפויי פנים בבנייה מוגנת.conllu,12171.0
"ניהול פרוייקטים בבנייה מנקודת מבטו של היזם חלק ג- מנהיגות, עבודת צוות ותקשורת","362 ניהול פרוייקטים בבנייה מנקודת מבטו של היזם חלק ג- מנהיגות, עבודת צוות ותקשורת","txt\__parsed__\362 ניהול פרוייקטים בבנייה מנקודת מבטו של היזם חלק ג- מנהיגות, עבודת צוות ותקשורת.txt",,"X:\Data\Research Projects\corpus_architecture\processing\jsonl\362 ניהול פרוייקטים בבנייה מנקודת מבטו של היזם חלק ג- מנהיגות, עבודת צוות ותקשורת.conllu",10850.0
אינטראקציה של מוט זיון מצולע עם בטון,364 אינטראקציה של מוט זיון מצולע עם בטון,txt\__parsed__\364 אינטראקציה של מוט זיון מצולע עם בטון.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\364 אינטראקציה של מוט זיון מצולע עם בטון.conllu,2332.0
שילוב אדם- מכונה בעבודות בניין,367 שילוב אדם- מכונה בעבודות בניין,txt\__parsed__\367 שילוב אדם- מכונה בעבודות בניין.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\367 שילוב אדם- מכונה בעבודות בניין.conllu,11182.0
זיון תלת מימדי מחומרים מרוכבים לבטון- ניתוח היבטי תכן וביצוע,370 זיון תלת מימדי מחומרים מרוכבים לבטון- ניתוח היבטי תכן וביצוע,txt\__parsed__\370 זיון תלת מימדי מחומרים מרוכבים לבטון- ניתוח היבטי תכן וביצוע.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\370 זיון תלת מימדי מחומרים מרוכבים לבטון- ניתוח היבטי תכן וביצוע.conllu,9689.0
פיצוח גישה להערכת עלות של נזקי רעידות אדמה וקריטריונים לחיזוק,372 פיצוח גישה להערכת עלות של נזקי רעידות אדמה וקריטריונים לחיזוק,txt\__parsed__\372 פיצוח גישה להערכת עלות של נזקי רעידות אדמה וקריטריונים לחיזוק.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\372 פיצוח גישה להערכת עלות של נזקי רעידות אדמה וקריטריונים לחיזוק.conllu,12779.0
השפעת מרווח יחסי מוגבל על התגובה הסייסמית של בניינים סמוכים,373 השפעת מרווח יחסי מוגבל על התגובה הסייסמית של בניינים סמוכים,txt\__parsed__\373 השפעת מרווח יחסי מוגבל על התגובה הסייסמית של בניינים סמוכים.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\373 השפעת מרווח יחסי מוגבל על התגובה הסייסמית של בניינים סמוכים.conllu,10194.0
בחינת התסבולת והתפקוד של צורות זיון חליפיות לחדירה,381 בחינת התסבולת והתפקוד של צורות זיון חליפיות לחדירה,txt\__parsed__\381 בחינת התסבולת והתפקוד של צורות זיון חליפיות לחדירה.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\381 בחינת התסבולת והתפקוד של צורות זיון חליפיות לחדירה.conllu,4850.0
פירים מרוכבים כמערכת הקשחה בבניינים גבוהים עם שלד פלדה - חלק 1 סקר ספרות,386 פירים מרוכבים כמערכת הקשחה בבניינים גבוהים עם שלד פלדה - חלק 1 סקר ספרות,txt\__parsed__\386 פירים מרוכבים כמערכת הקשחה בבניינים גבוהים עם שלד פלדה - חלק 1 סקר ספרות.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\386 פירים מרוכבים כמערכת הקשחה בבניינים גבוהים עם שלד פלדה - חלק 1 סקר ספרות.conllu,21204.0
חוזק החיבור של ציפויי קיר,387 חוזק החיבור של ציפויי קיר,txt\__parsed__\387 חוזק החיבור של ציפויי קיר.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\387 חוזק החיבור של ציפויי קיר.conllu,8707.0
גבול עליון של הזיון הלחוץ בחתכים מבטון מזוין המוטרחים בכפיפה,388 גבול עליון של הזיון הלחוץ בחתכים מבטון מזוין המוטרחים בכפיפה,txt\__parsed__\388 גבול עליון של הזיון הלחוץ בחתכים מבטון מזוין המוטרחים בכפיפה.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\388 גבול עליון של הזיון הלחוץ בחתכים מבטון מזוין המוטרחים בכפיפה.conllu,6327.0
צמצום נזקים לא מבניים ברעידות אדמה - התנהגות אלמנטים לא מבניים - סקר,389 צמצום נזקים לא מבניים ברעידות אדמה - התנהגות אלמנטים לא מבניים - סקר,txt\__parsed__\389 צמצום נזקים לא מבניים ברעידות אדמה - התנהגות אלמנטים לא מבניים - סקר.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\389 צמצום נזקים לא מבניים ברעידות אדמה - התנהגות אלמנטים לא מבניים - סקר.conllu,13409.0
השימוש בעגורנים מתנייעים בפרוייקטי בנייה,391 השימוש בעגורנים מתנייעים בפרוייקטי בנייה,txt\__parsed__\391 השימוש בעגורנים מתנייעים בפרוייקטי בנייה.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\391 השימוש בעגורנים מתנייעים בפרוייקטי בנייה.conllu,7249.0
"צמצום נזקים לא מבניים ברעידות אדמה - נזקי מעליות ברעידת האדמה של מפרץ אילת, 22.11.95","396 צמצום נזקים לא מבניים ברעידות אדמה - נזקי מעליות ברעידת האדמה של מפרץ אילת, 22.11.95","txt\__parsed__\396 צמצום נזקים לא מבניים ברעידות אדמה - נזקי מעליות ברעידת האדמה של מפרץ אילת, 22.11.95.txt",,"X:\Data\Research Projects\corpus_architecture\processing\jsonl\396 צמצום נזקים לא מבניים ברעידות אדמה - נזקי מעליות ברעידת האדמה של מפרץ אילת, 22.11.95.conllu",3688.0
תכן ממוחשב של מבנה - ההיבט הקונסטרוקטיבי,402 תכן ממוחשב של מבנה - ההיבט הקונסטרוקטיבי,txt\__parsed__\402 תכן ממוחשב של מבנה - ההיבט הקונסטרוקטיבי.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\402 תכן ממוחשב של מבנה - ההיבט הקונסטרוקטיבי.conllu,10153.0
מערך אינטגרטיבי לפיתוח פתרונות תיעוש ואוטומציה בבנייה,403 מערך אינטגרטיבי לפיתוח פתרונות תיעוש ואוטומציה בבנייה,txt\__parsed__\403 מערך אינטגרטיבי לפיתוח פתרונות תיעוש ואוטומציה בבנייה.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\403 מערך אינטגרטיבי לפיתוח פתרונות תיעוש ואוטומציה בבנייה.conllu,8249.0
הערכת התגובה של חתכי קרקע טיפוסיים בזמן רעידת אדמה,411 הערכת התגובה של חתכי קרקע טיפוסיים בזמן רעידת אדמה,txt\__parsed__\411 הערכת התגובה של חתכי קרקע טיפוסיים בזמן רעידת אדמה.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\411 הערכת התגובה של חתכי קרקע טיפוסיים בזמן רעידת אדמה.conllu,5611.0
שימוש בחול מחצבה כתשתית לעבודות ריצוף,413 שימוש בחול מחצבה כתשתית לעבודות ריצוף,txt\__parsed__\413 שימוש בחול מחצבה כתשתית לעבודות ריצוף.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\413 שימוש בחול מחצבה כתשתית לעבודות ריצוף.conllu,2120.0
מבנים פריסים לכיסוי שטח,414 מבנים פריסים לכיסוי שטח,txt\__parsed__\414 מבנים פריסים לכיסוי שטח.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\414 מבנים פריסים לכיסוי שטח.conllu,25547.0
תשומות עבודה בסוגים שונים של בנייה,418 תשומות עבודה בסוגים שונים של בנייה,txt\__parsed__\418 תשומות עבודה בסוגים שונים של בנייה.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\418 תשומות עבודה בסוגים שונים של בנייה.conllu,3516.0
מערכות ניהול איכות בבנייה - התווית דרכי יישום על סמך לקחים,420 מערכות ניהול איכות בבנייה - התווית דרכי יישום על סמך לקחים,txt\__parsed__\420 מערכות ניהול איכות בבנייה - התווית דרכי יישום על סמך לקחים.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\420 מערכות ניהול איכות בבנייה - התווית דרכי יישום על סמך לקחים.conllu,71614.0
תיעוש הבנייה - מכשולים ודרכי התמודדות,421 תיעוש הבנייה - מכשולים ודרכי התמודדות,txt\__parsed__\421 תיעוש הבנייה - מכשולים ודרכי התמודדות.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\421 תיעוש הבנייה - מכשולים ודרכי התמודדות.conllu,28325.0
בחינת התסבולת והתיפקוד של צורות זיון חלופיות לחדירה - שלב ב',424 בחינת התסבולת והתיפקוד של צורות זיון חלופיות לחדירה - שלב ב',txt\__parsed__\424 בחינת התסבולת והתיפקוד של צורות זיון חלופיות לחדירה - שלב ב'.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\424 בחינת התסבולת והתיפקוד של צורות זיון חלופיות לחדירה - שלב ב'.conllu,4026.0
מדריך לתכן מערכות עיגון,426 מדריך לתכן מערכות עיגון,txt\__parsed__\426 מדריך לתכן מערכות עיגון.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\426 מדריך לתכן מערכות עיגון.conllu,15727.0
חיזוק ותיקון מבני בטון מזויין באמצעות חומרים מרוכבים,432 חיזוק ותיקון מבני בטון מזויין באמצעות חומרים מרוכבים,txt\__parsed__\432 חיזוק ותיקון מבני בטון מזויין באמצעות חומרים מרוכבים.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\432 חיזוק ותיקון מבני בטון מזויין באמצעות חומרים מרוכבים.conllu,28054.0
אמינות של מערכות מעליות ברעידות אדמה- מחקר לקראת פרק סייסמי בתקן הישראלי למעליות תי 24 חלק 1,436 אמינות של מערכות מעליות ברעידות אדמה- מחקר לקראת פרק סייסמי בתקן הישראלי למעליות תי 24 חלק 1,txt\__parsed__\436 אמינות של מערכות מעליות ברעידות אדמה- מחקר לקראת פרק סייסמי בתקן הישראלי למעליות תי 24 חלק 1.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\436 אמינות של מערכות מעליות ברעידות אדמה- מחקר לקראת פרק סייסמי בתקן הישראלי למעליות תי 24 חלק 1.conllu,7677.0
בדיקת מודלים של כולנסאות בתנאי רעידות אדמה,437 בדיקת מודלים של כולנסאות בתנאי רעידות אדמה,txt\__parsed__\437 בדיקת מודלים של כולנסאות בתנאי רעידות אדמה.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\437 בדיקת מודלים של כולנסאות בתנאי רעידות אדמה.conllu,6561.0
השפעת תכונות הקרקע על התנהגות כלונסאות ברעידת אדמה,442 השפעת תכונות הקרקע על התנהגות כלונסאות ברעידת אדמה,txt\__parsed__\442 השפעת תכונות הקרקע על התנהגות כלונסאות ברעידת אדמה.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\442 השפעת תכונות הקרקע על התנהגות כלונסאות ברעידת אדמה.conllu,16912.0
"תשומות, תפוקות, ועלויות של מגדלי תמיכה גבוהים","444 תשומות, תפוקות, ועלויות של מגדלי תמיכה גבוהים","txt\__parsed__\444 תשומות, תפוקות, ועלויות של מגדלי תמיכה גבוהים.txt",,"X:\Data\Research Projects\corpus_architecture\processing\jsonl\444 תשומות, תפוקות, ועלויות של מגדלי תמיכה גבוהים.conllu",20624.0
חוזק החיבור של ציפויי קיר - שלב ב',445 חוזק החיבור של ציפויי קיר - שלב ב',txt\__parsed__\445 חוזק החיבור של ציפויי קיר - שלב ב'.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\445 חוזק החיבור של ציפויי קיר - שלב ב'.conllu,7675.0
יצירת ארכיון נתונים גמיש ומערכת קבלת החלטות לגבי הטיפול בבנייה לעמידה ברעידות אדמה,450 יצירת ארכיון נתונים גמיש ומערכת קבלת החלטות לגבי הטיפול בבנייה לעמידה ברעידות אדמה,txt\__parsed__\450 יצירת ארכיון נתונים גמיש ומערכת קבלת החלטות לגבי הטיפול בבנייה לעמידה ברעידות אדמה.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\450 יצירת ארכיון נתונים גמיש ומערכת קבלת החלטות לגבי הטיפול בבנייה לעמידה ברעידות אדמה.conllu,4176.0
התנהגות של מבנים מבטון מעולה סיבי עם זיון FRP (שלב א'),452 התנהגות של מבנים מבטון מעולה סיבי עם זיון FRP (שלב א'),txt\__parsed__\452 התנהגות של מבנים מבטון מעולה סיבי עם זיון FRP (שלב א').txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\452 התנהגות של מבנים מבטון מעולה סיבי עם זיון FRP (שלב א').conllu,18552.0
מודל אנליטי לחיזוי עומס המגע על מבנה טמון,453 מודל אנליטי לחיזוי עומס המגע על מבנה טמון,txt\__parsed__\453 מודל אנליטי לחיזוי עומס המגע על מבנה טמון.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\453 מודל אנליטי לחיזוי עומס המגע על מבנה טמון.conllu,6433.0
ניתוח טכנו כלכלי של חלופות צנרת מים בבנייני מגורים,454 ניתוח טכנו כלכלי של חלופות צנרת מים בבנייני מגורים,txt\__parsed__\454 ניתוח טכנו כלכלי של חלופות צנרת מים בבנייני מגורים.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\454 ניתוח טכנו כלכלי של חלופות צנרת מים בבנייני מגורים.conllu,19052.0
צמצום הפגיעות הסיסמית של מבנים לא סדירים - מבנים אקסצנטריים ומבנים נסוגים עם מסגרות היקפיות,458 צמצום הפגיעות הסיסמית של מבנים לא סדירים - מבנים אקסצנטריים ומבנים נסוגים עם מסגרות היקפיות,txt\__parsed__\458 צמצום הפגיעות הסיסמית של מבנים לא סדירים - מבנים אקסצנטריים ומבנים נסוגים עם מסגרות היקפיות.txt,,X:\Data\Research Projects\corpus_architecture\processing\jsonl\458 צמצום הפגיעות הסיסמית של מבנים לא סדירים - מבנים אקסצנטריים ומבנים נסוגים עם מסגרות היקפיות.conllu,13148.0
